IATTC Vessel number,Register Status,Vessel,Flag,Gear,Fish hold volume (m3),Confirmation date,Carrying capacity (t),Port of registration,Registration number,IMO number,Call sign,Length (m),Length type,Beam (m),Depth (m),Gross tonnage (t),Engine power (HP),Year built,Shipyard,Company name,Business Address,Previous name,Previous flag,Notes,Image available?,Last modification
12425,,Long Xing 605,China,Longline,425,,,Dalian,(Liao)Chuandeng(Ji)(2016)FT-200093,8682490,BZZJ3,48.6,Length Overall,8.7,3.75,626,1200,2004,,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",,,   ,Yes,31 May 2018
12427,,Long Xing 606,China,Longline,425,,,Dalian,(Liao)Chuandeng(Ji)(2016)FT-200094,8682505,BZZJ4,48.6,Length Overall,8.7,3.75,626,1200,2004,,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",,,   ,Yes,31 May 2018
12428,,Long Xing 607,China,Longline,425,,,Dalian,(Liao)Chuandeng(Ji)(2018)FT-200065,8682517,BZSQ8,48.6,Length Overall,8.7,3.75,626,1200,2004,,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",,,   ,Yes,23 Apr 2019
12426,,Long Xing 608,China,Longline,425,,,Dalian,(Liao)Chuandeng(Ji)(2018)FT-200066,8682529,BZSQ9,48.6,Length Overall,8.7,3.75,626,1200,2004,,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",,,   ,Yes,23 Apr 2019
12037,,Long Xing 609,China,Longline,538,,,Dalian,(Liao)Chuandeng(Ji)(2017)FT-200053,9004449,BZYG2,47.99,Length Overall,8.6,3.75,577,999,1990,"Miho Shipyard Company, Ltd.","Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",Yusho Maru No. 7 - Change to Long Xing 609 notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Flag at time of change: Japan,Japan - Change to China notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Vessel name at time of change: Yusho Maru No. 7,   ,Yes,31 May 2018
12051,,Long Xing 610,China,Longline,619,,,Dalian,(Liao)Chuandeng(Ji)(2019)FT-200107,8713421,BZYG3,49.15,Length Overall,8.9,3.85,619,950,1987,Niigata Shipbuilding & Repair,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",Yusho Maru No. 8 - Change to Long Xing 610 notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Flag at time of change: Japan,Japan - Change to China notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Vessel name at time of change: Yusho Maru No. 8,   ,Yes,08 Sep 2020
5361,,Long Xing 611,China,Longline,599,,,Dalian,(Liao)Chuandeng(Ji)(2017)FT-200055,9037678,BZYG4,49.23,Length Overall,8.8,3.8,577,999,1991,,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",Wakashio Maru No. 81 - Change to Long Xing 611 notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Flag at time of change: Japan,Japan - Change to China notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Vessel name at time of change: Wakashio Maru No. 81,   ,Yes,31 May 2018
5363,,Long Xing 612,China,Longline,653,,,Dalian,(Liao)Chuandeng(Ji)(2017)FT-200067,9038294,BZYG5,49.19,Length Overall,8.8,3.8,619,999,1991,,"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",Koshin Maru - Change to Long Xing 612 notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Flag at time of change: Japan,Japan - Change to China notified on 18 Apr 2013 (recorded on 25 Apr 2013) - Vessel name at time of change: Koshin Maru,   ,Yes,31 May 2018
13634,,Long Xing 629,China,Longline,615,,369,Dalian,(Liao)Chuandeng(Ji)(2019)FT-200007,8687268,BANJ8,48.6,Length Between Perpendiculars,8.7,3.75,502,1400,2003,"China Zhejiang Yangfan Ship Group Company, Ltd.","Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",Yuan Da No. 19 - Change to Long Xing 629 notified on 15 Feb 2019 (recorded on 15 Feb 2019) - Flag at time of change: China,,   ,Yes,15 Feb 2019
13635,,Long Xing 630,China,Longline,615,,369,Dalian,(Liao)Chuandeng(Ji)(2019)FT-200008,8687270,BANJ9,48.6,Length Between Perpendiculars,8.7,3.75,502,1400,2005,"China Yangfan Group Company, Ltd.","Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",Yuan Da No. 29 - Change to Long Xing 630 notified on 15 Feb 2019 (recorded on 15 Feb 2019) - Flag at time of change: China,,   ,Yes,15 Feb 2019
17208,,Long Xing 801,China,Longline,376,,,Dalian,(Liao)Chuandeng(Ji)(2018)FT-200050,8529442,BZTU2,35.06,Length Registered,7,3,320,1140,2017,Dalian Global Yachting Manufacture (int'l),"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",,,   ,Yes,22 Apr 2019
17209,,Long Xing 802,China,Longline,376,,,Dalian,(Liao)Chuandeng(Ji)(2018)FT-200053,8529428,BZTU3,35.06,Length Registered,7,3,320,1140,2017,Dalian Global Yachting Manufacture (int'l),"Dalian Ocean Fishing Company, Ltd.","Zhongshan District, Dalian, China",,,   ,Yes,22 Apr 2019
7099,,Lu Peng Yuan Yu 069,China,Longline,640,,416,Penglai,(Lu)Chuandeng(Ji)(2021)FT-200055,9946489,BZZS6,51.2,Length Registered,9.1,3.95,727,1400,1984,"Penglai Zhongbai Jinglu Shipping Company, Ltd.","Penglai Jinglu Fisheries Company, Ltd.","No. 16 North Street, Liujiagou Town, Penglai District, Yantai City, Shandong Province, China",JingLu Yuan 005 - Change to Lu Peng Yuan Yu 069 notified on 15 Sep 2021 (recorded on 15 Sep 2021) - Flag at time of change: China,,   ,Yes,15 Sep 2021
15636,,Lu Qing Yuan Yu 021,China,Longline,631,,410,,(Lu)Chuandeng(Ji)(2019)FT-200020,9748502,BZYX2,51.2,Type of Length Unknown,9.1,3.95,698,1599,,,"Qingdao Furui Fisheries Company, Ltd.","2-1502 No. 19 Fuzhou Nan Road, Qingdao, China",,,   ,Yes,06 Sep 2019
15635,,Lu Qing Yuan Yu 022,China,Longline,631,,410,,(Lu)Chuandeng(Ji)(2019)FT-200021,9748514,BZYX3,51.2,Type of Length Unknown,9.1,3.95,698,1599,,,"Qingdao Furui Fisheries Company, Ltd.","2-1502 No. 19 Fuzhou Nan Road, Qingdao, China",,,   ,Yes,06 Sep 2019
15634,,Lu Qing Yuan Yu 023,China,Longline,631,,410,,(Lu)Chuandeng(Ji)(2019)FT-200022,9748526,BZYX4,51.2,Type of Length Unknown,9.1,3.95,698,1599,,,"Qingdao Furui Fisheries Company, Ltd.","2-1502 No. 19 Fuzhou Nan Road, Qingdao, China",,,   ,Yes,06 Sep 2019
15631,,Lu Qing Yuan Yu 026,China,Longline,631,,410,,(Lu)Chuandeng(Ji)(2019)FT-200019,9748538,BZYX5,51.2,Type of Length Unknown,9.1,3.95,698,1599,,,"Qingdao Furui Fisheries Company, Ltd.","2-1502 No. 19 Fuzhou Nan Road, Qingdao, China",,,   ,Yes,06 Sep 2019
15632,,Lu Qing Yuan Yu 027,China,Longline,631,,410,,(Lu)Chuandeng(Ji)(2019)FT-200024,9748540,BZYX6,51.2,Type of Length Unknown,9.1,3.95,698,1599,,,"Qingdao Furui Fisheries Company, Ltd.","2-1502 No. 19 Fuzhou Nan Road, Qingdao, China",,,   ,Yes,06 Sep 2019
15633,,Lu Qing Yuan Yu 028,China,Longline,631,,410,,(Lu)Chuandeng(Ji)(2019)FT-200025,9748552,BZYX7,51.2,Type of Length Unknown,9.1,3.95,698,1599,,,"Qingdao Furui Fisheries Company, Ltd.","2-1502 No. 19 Fuzhou Nan Road, Qingdao, China",,,   ,Yes,06 Sep 2019
15572,,Lu Rong Yuan Yu 136,China,Longline,290,,160,,(Lu)Chuandeng(Ji)(2022)FT-200209,9730440,BCFA1,38.36,Type of Length Unknown,7.2,3.8,307,1126,2013,"Huanghai Shipbuilding Company, Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
15573,,Lu Rong Yuan Yu 137,China,Longline,290,,160,,(Lu)Chuandeng(Ji)(2022)FT-200210,9730464,BCFA2,38.36,Type of Length Unknown,7.2,3.8,307,1126,2013,"Huanghai Shipbuilding Company, Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
15574,,Lu Rong Yuan Yu 138,China,Longline,290,,160,,(Lu)Chuandeng(Ji)(2022)FT-200208,9730476,BCFA3,38.36,Type of Length Unknown,7.2,3.8,307,1126,2013,"Huanghai Shipbuilding Company, Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
15575,,Lu Rong Yuan Yu 139,China,Longline,290,,160,,(Lu)Chuandeng(Ji)(2022)FT-200207,9730488,BCFA4,38.36,Type of Length Unknown,7.2,3.8,307,1126,2013,"Huanghai Shipbuilding Company, Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
15275,,Lu Rong Yuan Yu 201,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2013)FT-200039,8663262,BBIM1,37.56,Length Registered,7,3.7,276,1020,,,"Rongcheng Deep-Sea Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Rongcheng City, Shandong Province, China",,,   ,Yes,31 Dec 2015
15276,,Lu Rong Yuan Yu 202,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2013)FT-200040,8663274,BBIM2,37.56,Length Registered,7,3.7,276,1020,,,"Rongcheng Deep-Sea Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Rongcheng City, Shandong Province, China",,,   ,Yes,31 Dec 2015
15277,,Lu Rong Yuan Yu 205,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2018)FT-200078,8663286,BBIM5,37.56,Length Registered,7,3.7,276,1020,,,"Rongcheng Ocean Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Shidao, Rongcheng City, Shandong Province, China",,,   ,Yes,18 Jun 2018
15278,,Lu Rong Yuan Yu 206,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2017)FT-200034,8663298,BBIM6,37.56,Length Registered,7,3.7,276,1020,,,"Rongcheng Ocean Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Shidao, Rongcheng City, Shandong Province, China",,,   ,Yes,18 Jun 2018
15279,,Lu Rong Yuan Yu 207,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2018)FT-200077,8663303,BBIM7,37.56,Length Registered,7,3.7,276,1020,,,"Rongcheng Ocean Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Shidao, Rongcheng City, Shandong Province, China",,,   ,Yes,18 Jun 2018
15280,,Lu Rong Yuan Yu 208,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2018)FT-200079,8663315,BBIM8,37.56,Length Registered,7,3.7,276,1020,,,"Rongcheng Ocean Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Shidao, Rongcheng City, Shandong Province, China",,,   ,Yes,18 Jun 2018
15627,,Lu Rong Yuan Yu 209,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2019)FT-200060,9769491,BCFH6,37.56,Type of Length Unknown,7,3.7,276,1020,,,"Rongcheng Deep-Sea Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Rongcheng City, Shandong Province, China",,,   ,Yes,01 Mar 2021
15628,,Lu Rong Yuan Yu 210,China,Longline,225,,130,,(Lu)Chuandeng(Ji)(2019)FT-200061,9757759,BCFH7,37.56,Type of Length Unknown,7,3.7,276,1020,,,"Rongcheng Deep-Sea Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Rongcheng City, Shandong Province, China",,,   ,Yes,01 Mar 2021
16345,,Lu Rong Yuan Yu 211,China,Longline,229,,94,,(Lu)Chuandeng(Ji)(2021)FT-200114,9821378,BCLN8,36.21,Length Registered,6.6,3.4,243,1005,2016,,"Rongcheng Ocean Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Shidao, Rongcheng City, Shandong Province, China",,,   ,Yes,18 Nov 2021
15934,,Lu Rong Yuan Yu 212,China,Longline,228,,130,Weihai,(Lu)Chuandeng(Ji)(2023)FT-200272,9768837,BBLM6,37.08,Length Registered,6.8,3.5,265,1020,2014,"Rongcheng Shipbuilding Industry Company, Ltd.","Weihai Huanhai Aquatic Co., Ltd.","No. 55 Huayuan Road of Weihai, China",,,   ,Yes,12 May 2025
16382,,Lu Rong Yuan Yu 297,China,Longline,329,,130,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200104,9834246,BCLN7,37.56,Length Registered,7,3.7,276,1020,2017,"Rongcheng Yandunjiao Aquatic Co, Ltd. Shipyard","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,15 Jun 2022
16232,,Lu Rong Yuan Yu 298,China,Longline,329,,130,Shidao,(Lu)Chuandeng(Ji)(2021)FT-200041,9813022,BBCW8,37.56,Length Registered,7,3.7,276,1020,2016,"Rongcheng Yandunjiao Aquatic Co, Ltd. Shipyard","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,15 Jun 2022
16233,,Lu Rong Yuan Yu 299,China,Longline,329,,130,Shidao,(Lu)Chuandeng(Ji)(2021)FT-200040,9813228,BBIE9,37.56,Length Registered,7,3.7,276,1020,2016,"Rongcheng Yandunjiao Aquatic Co, Ltd. Shipyard","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,15 Jun 2022
18387,,Lu Rong Yuan Yu 315,China,Longline,300,,170,Shidao,(Lu)Chuandeng(Ji)(2021)FT-200001,8573871,BZ4UP,38.8,Length Registered,7.2,3.8,315,1006,2020,"Rongcheng Yandun Point Shipbuilding Company, Ltd.","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,15 Jun 2022
18388,,Lu Rong Yuan Yu 316,China,Longline,300,,170,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200004,8573883,BZ5UP,38.8,Length Registered,7.2,3.8,315,1006,2020,"Rongcheng Yandun Point Shipbuilding Company, Ltd.","Rongcheng Ocean Fishery Co., Ltd.","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province",,,   ,Yes,26 May 2022
18389,,Lu Rong Yuan Yu 317,China,Longline,300,,170,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200005,8573895,BZ6UP,38.8,Length Registered,7.2,3.8,315,1006,2020,"Rongcheng Yandun Point Shipbuilding Company, Ltd.","Rongcheng Ocean Fishery Co., Ltd.","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province",,,   ,Yes,26 May 2022
15281,,Lu Rong Yuan Yu 326,China,Longline,210,,120,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200103,9700366,BBKV6,35.16,Length Registered,7,3.7,255,1020,2013,"The Shipbuilding of Rongcheng Yangdunjiao Aquatic Co., Ltd.","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,15 Jun 2022
15602,,Lu Rong Yuan Yu 328,China,Longline,210,,120,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200105,8663353,BBKV8,35.16,Length Registered,7,3.7,255,950,2012,"The Shipbuilding of Rongcheng Yangdunjiao Aquatic Co., Ltd.","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,15 Jun 2022
18007,,Lu Rong Yuan Yu 356,China,Longline,266,,105,,(Lu)Chuandeng(Ji)(2019)FT-200146,9891971,BZTI4,38.8,Length Overall,7.2,3.8,314,750,2019,,"Rongcheng Ocean Fishery Co., Ltd.","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province",,,   ,Yes,18 Sep 2019
18008,,Lu Rong Yuan Yu 357,China,Longline,266,,105,,(Lu)Chuandeng(Ji)(2019)FT-200145,9891983,BZTI5,38.8,Length Overall,7.2,3.8,314,750,2019,,"Rongcheng Ocean Fishery Co., Ltd.","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province",,,   ,Yes,18 Sep 2019
17218,,Lu Rong Yuan Yu 558,China,Longline,462,,277,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200112,8797910,BZTJ2,41,Length Registered,7.6,3.8,432,1020,2017,"Rongcheng Yuantong Shipbuilding and ShipRepairing Company, Ltd.","Shandong Shawdao Ocean Fishery Company, Ltd.","Shawodao Renhe County, Rongcheng, Shandong City, China",,,   ,Yes,07 Mar 2024
17219,,Lu Rong Yuan Yu 559,China,Longline,462,,277,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200107,8797922,BZTJ3,41,Length Registered,7.6,3.8,432,1020,2017,"Rongcheng Yuantong Shipbuilding and ShipRepairing Company, Ltd.","Shandong Shawdao Ocean Fishery Company, Ltd.","Shawodao Renhe County, Rongcheng, Shandong City, China",,,   ,Yes,07 Mar 2024
16336,,Lu Rong Yuan Yu 56,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200173,9691876,BBZN6,37.56,Length Registered,7,3.7,276,949,2012,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
16337,,Lu Rong Yuan Yu 57,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200174,9691888,BBZN7,37.56,Length Registered,7,3.7,276,949,2012,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
16338,,Lu Rong Yuan Yu 58,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200175,9691890,BBZN8,37.56,Length Registered,7,3.7,276,949,2012,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
15282,,Lu Rong Yuan Yu 588,China,Longline,254,,160,,(Lu)Chuandeng(Ji)(2013)FT-200050,9708655,BBZS1,40.22,Length Registered,7.2,3.8,357,999,,,"Rongcheng Deep-Sea Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Rongcheng City, Shandong Province, China",,,   ,Yes,31 Dec 2015
15603,,Lu Rong Yuan Yu 589,China,Longline,225,,130,Shidao,(Lu)Chuandeng(Ji)(2023)FT-200068,8669113,BBKV9,37.56,Length Registered,7,3.7,276,1020,2013,"The Shipbuilding of Rongcheng Yangdunjiao Aquatic Co., Ltd.","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,02 Mar 2023
16339,,Lu Rong Yuan Yu 59,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200176,9691905,BBZN9,37.56,Length Registered,7,3.7,276,949,2012,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
19023,,Lu Rong Yuan Yu 595,China,Longline,269,,119,Shidao,(Lu)Chuandeng(Ji)(2024)FT-200044,1046609,BZTT7,37.44,Length Registered,7.3,3.85,330,936,2024,"Rongcheng Yuantong Shipbuilding and ShipRepairing Company, Ltd.","Shandong Shawodao Ocean Fishery Company, Ltd.","Shawo Island , Renhe Town, Rongcheng City, China",,,   ,Yes,27 Apr 2024
19024,,Lu Rong Yuan Yu 596,China,Longline,269,,119,Shidao,(Lu)Chuandeng(Ji)(2024)FT-200043,1046623,BZTT8,37.44,Length Registered,7.3,3.85,330,936,2024,"Rongcheng Yuantong Shipbuilding and ShipRepairing Company, Ltd.","Shandong Shawodao Ocean Fishery Company, Ltd.","Shawo Island , Renhe Town, Rongcheng City, China",,,   ,Yes,27 Apr 2024
15604,,Lu Rong Yuan Yu 598,China,Longline,225,,130,Shidao,(Lu)Chuandeng(Ji)(2023)FT-200069,8669125,BBFC8,37.56,Length Registered,7,3.7,276,1020,2013,"The Shipbuilding of Rongcheng Yangdunjiao Aquatic Co., Ltd.","Rongcheng Mashan Ocean Fishery Company, Ltd.","Mashan , Chengshan Town, Rongcheng City, Shandong Province, China",,,   ,Yes,02 Mar 2023
15283,,Lu Rong Yuan Yu 599,China,Longline,254,,160,,(Lu)Chuandeng(Ji)(2013)FT-200051,9708667,BBZS2,40.22,Length Registered,7.2,3.8,357,999,,,"Rongcheng Deep-Sea Fisheries Company, Ltd.","No. 140 Guanhai Eastroad, Rongcheng City, Shandong Province, China",,,   ,Yes,31 Dec 2015
16234,,Lu Rong Yuan Yu 616,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200036,9812987,BBKG6,40.17,Length Registered,7.2,3.8,316,1005,2016,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
16235,,Lu Rong Yuan Yu 617,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200038,9812999,BBKG7,40.17,Length Registered,7.2,3.8,316,1005,2016,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
16236,,Lu Rong Yuan Yu 618,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200037,9813008,BBKG8,40.17,Length Registered,7.2,3.8,316,1005,2016,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
16237,,Lu Rong Yuan Yu 619,China,Longline,389,,150,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200039,9813010,BBKG9,40.17,Length Registered,7.2,3.8,316,1005,2016,Rongcheng Yandunjiao Aquatic Products Company,Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,11 Sep 2023
19253,,Lu Rong Yuan Yu 636,China,Longline,313,,140,Shidao,(Lu)Chuandeng(Ji)(2025)FT-200021,1107104,BBZN2,36.9,Length Registered,7.2,3.8,292,949,2025,"Rongcheng Yandunjiao Shipbuilding Co., Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,31 Mar 2025
19254,,Lu Rong Yuan Yu 637,China,Longline,313,,140,Shidao,(Lu)Chuandeng(Ji)(2025)FT-200020,1107116,BBZN3,36.9,Length Registered,7.2,3.8,292,949,2025,"Rongcheng Yandunjiao Shipbuilding Co., Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,31 Mar 2025
19255,,Lu Rong Yuan Yu 638,China,Longline,313,,140,Shidao,(Lu)Chuandeng(Ji)(2025)FT-200018,1107128,BBZN4,36.9,Length Registered,7.2,3.8,292,949,2025,"Rongcheng Yandunjiao Shipbuilding Co., Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,31 Mar 2025
19256,,Lu Rong Yuan Yu 639,China,Longline,313,,140,Shidao,(Lu)Chuandeng(Ji)(2025)FT-200019,1107130,BBZN5,36.9,Length Registered,7.2,3.8,292,949,2025,"Rongcheng Yandunjiao Shipbuilding Co., Ltd.",Shandong Lidao Oceanic Technology Company Limited,"Lidao Town , RongCheng City, Shandong Province, China",,,   ,Yes,31 Mar 2025
17220,,Lu Rong Yuan Yu 658,China,Longline,462,,277,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200109,8797934,BZTJ4,41,Length Registered,7.6,3.8,432,1020,2017,"Rongcheng Yuantong Shipbuilding and ShipRepairing Company, Ltd.","Shandong Shawdao Ocean Fishery Company, Ltd.","Shawodao Renhe County, Rongcheng, Shandong City, China",,,   ,Yes,07 Mar 2024
17221,,Lu Rong Yuan Yu 659,China,Longline,462,,277,Shidao,(Lu)Chuandeng(Ji)(2022)FT-200111,8797946,BZTJ5,41,Length Registered,7.6,3.8,432,1020,2017,"Rongcheng Yuantong Shipbuilding and ShipRepairing Company, Ltd.","Shandong Shawdao Ocean Fishery Company, Ltd.","Shawodao Renhe County, Rongcheng, Shandong City, China",,,   ,Yes,07 Mar 2024
17238,,Lu Rong Yuan Yu 686,China,Longline,254,,120,Shidao,(Lu)Chuandeng(Ji)(2023)FT-200177,9871969,BZYP2,37.38,Length Registered,7,3.7,329,559,2018,,"Rongcheng Ocean Fishery Co., Ltd.","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province",,,   ,Yes,05 Jun 2024
15256,,Lu Rong Yuan Yu 758,China,Longline,563,,,Shidao,(Lu)Chuandeng(JI)(2023)FT-200194,9699646,BBKF5,44.19,Length Registered,7.5,3.9,474,1849,2013,,"Shandong Shawodao Ocean Fishery Co., Ltd.","Shawodao Village, Renhe Town, Rongcheng City, Shandong Province, China",,,   ,Yes,12 Mar 2024
