"CCSBT Registration Number","Vessel Group","Vessel Name","Previous Vessel Name",Flag,"Authorising Entity",Callsign,"Vessel Registration Number",IMO,Tonnage,"Vessel Type","Gear Type",Length,"Length Type","Owner Name","Owner Address","Owner Country","Operator Name","Operator Address","Operator Country","Onboard Freezing Capacity","Authorisation Start Date","Authorisation End Date"
FV7904,Fishing,"BOTTOM LINE",,"New Zealand","New Zealand",ZMU9652,901449,,11.00,MULTI,"HAND,UNCL",13,LOA,"CHASE BRANDON WARREN LANAUZE","TE ONE WAITANGI CHATHAM ISLANDS 8942","New Zealand","CHASE BRANDON WARREN LANAUZE","TE ONE WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7905,Fishing,DJG,,"New Zealand","New Zealand",,901099,,1200.00,MULTI,"GILL,UNCL",6,LOA,"KASIMILA JAMES GRIBBEN","12 TUREI ROAD KAWAKAWA BAY NZL 2585","New Zealand","KASIMILA JAMES GRIBBEN","12 TUREI ROAD KAWAKAWA BAY NZL 2585","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7906,Fishing,HUNTER,,"New Zealand","New Zealand",,901492,,0.40,MULTI,"GILL,HAND",4.2,LOA,"LUSAMA KOLONE","246E PORCHESTER ROAD TAKANINI NZL 2112","New Zealand","LUSAMA KOLONE","246E PORCHESTER ROAD TAKANINI NZL 2112","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5351,Fishing,"MUTIARA II",,"New Zealand","New Zealand",ZME2196,901037,7213527,133.59,Longline,LL,22.5,LOA,"MUTIARA PESCA LTD","86 WAVERYLEY ST, RD 3, KARAMEA 7893","New Zealand","OWEN HUMM","4 NEWALL AVE, STOKE, NELSON 7011","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV7862,Fishing,INXS,,"New Zealand","New Zealand",ZME3588,901461,,9.00,MULTI,"HAND,UNCL",10.8,LOA,"CHATHAM EXPRESS FISHING LIMITED","PO BOX 152 CHATHAM ISLANDS NZL 8942","New Zealand","CHATHAM EXPRESS FISHING LIMITED","PO BOX 152 CHATHAM ISLANDS NZL 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7907,Fishing,NIMROD,,"New Zealand","New Zealand",ZM4526,6502,,18.00,MULTI,"TROL,GILL,UNCL",14,LOA,"LEGACY FISHING LIMITED","20 TUI DRIVE PICTON 7220","New Zealand","LEGACY FISHING LIMITED","20 TUI DRIVE PICTON 7220","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7897,Fishing,VALHALLA,,"New Zealand","New Zealand",ZMS2944,901472,,4.20,MULTI,UNCL,8.8,LOA,"LANDMARK FISHING LIMITED","97 DARWIN ROAD OUTER KAITI GISBORNE 4010","New Zealand","LANDMARK FISHING LIMITED","97 DARWIN ROAD OUTER KAITI GISBORNE 4010","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7908,Fishing,ROSINA,,"New Zealand","New Zealand",ZMS4204,13134,,8.00,"Gill netters",GILL,8.2,LOA,"CRAIG MALCOLM PINKNEY","114 WESTCOAST FD KOHUKOHU RD 1 KOHUKOHU 476","New Zealand","CRAIG MALCOLM PINKNEY","114 WESTCOAST FD KOHUKOHU RD 1 KOHUKOHU 476","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4412,Fishing,CHEVY,,"New Zealand","New Zealand",,16212,,1.20,MULTI,"GILL,TROL,HAND,UNCL",5.9,LOA,"MICHAEL JOSEPH JONES LUI","61 GLEN AVENUE PAPATOETOE AUCKLAND NZL 2025","New Zealand","MICHAEL JOSEPH JONES LUI","61 GLEN AVENUE PAPATOETOE AUCKLAND NZL 2025","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7898,Fishing,"WILD FIRE",,"New Zealand","New Zealand",ZM2523,90040,,19.00,MULTI,UNCL,17.7,LOA,"NATHAN JAMES WILLIAM NILSEN","10 PILCHER AVENUE BLUFF 9814","New Zealand","NATHAN JAMES WILLIAM NILSEN","10 PILCHER AVENUE BLUFF 9814","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2181,Fishing,INXS,,"New Zealand","New Zealand","ZMZ 3733",15911,,7.00,MULTI,"GILL,TROL,UNCL",11,LOA,"WILD FISH (NZ) LIMITED","PO BOX 352 WARKWORTH 941","New Zealand","WILD FISH (NZ) LIMITED","PO BOX 352 WARKWORTH 941","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7899,Fishing,ZEAUS,,"New Zealand","New Zealand",,900991,,0.20,"Gill netters",GILL,5,LOA,"VINCENT WILLIAM SWEENEY","394 REDCLIFFS ROAD RD 1 KERIKERI 294","New Zealand","VINCENT WILLIAM SWEENEY","394 REDCLIFFS ROAD RD 1 KERIKERI 294","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7900,Fishing,ZEUS,,"New Zealand","New Zealand",,900991,,0.60,MULTI,UNCL,5.65,LOA,"CHATHAM FISH & DIVE LIMITED","PO BOX 101 WAITANGI CHATHAM ISLANDS 8942","New Zealand","CHATHAM FISH & DIVE LIMITED","PO BOX 101 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7901,Fishing,AQUAIRUS,,"New Zealand","New Zealand",ZMA0000,901303,,1.00,MULTI,"GILL,UNCL",6.7,LOA,"ACE FISHING LIMITED","12 WILSON STREET SEDDON NZL 7210","New Zealand","ACE FISHING LIMITED","12 WILSON STREET SEDDON NZL 7210","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7902,Fishing,ARUANA,,"New Zealand","New Zealand",,41175,,2.00,MULTI,UNCL,5.5,LOA,"THE AYE BEH COMPANY LIMITED","PO BOX 129 TOLAGA BAY NZL 4077","New Zealand","THE AYE BEH COMPANY LIMITED","PO BOX 129 TOLAGA BAY NZL 4077","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7903,Fishing,"BLACK JACK",,"New Zealand","New Zealand",,901475,,1.00,MULTI,"GILL,UNCL",5,LOA,"MITCHELL MALCOLM ROSS","24 JAMES MACKIE ROAD RD 2 HELENSVILLE NZL 0875","New Zealand","MITCHELL MALCOLM ROSS","24 JAMES MACKIE ROAD RD 2 HELENSVILLE NZL 0875","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7882,Fishing,"PINKY ROSE",,"New Zealand","New Zealand",,901467,,0.90,"Gill netters",GILL,5.2,LOA,"JJM FISHING LIMITED","81 CHICHESTER DRIVE ROSEHILL PAPAKURA NZL 2113","New Zealand","JJM FISHING LIMITED","81 CHICHESTER DRIVE ROSEHILL PAPAKURA NZL 2113","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7808,Fishing,"TE MARAMA","ELIZA K","New Zealand","New Zealand",ZMQ4449,901462,,26.00,MULTI,"TROL,UNCL",15.8,LOA,"RAKIURA HELICOPTERS LIMITED","PO BOX 54 OBAN STEWART ISLAND 9846","New Zealand","RAKIURA HELICOPTERS LIMITED","PO BOX 54 OBAN STEWART ISLAND 9846","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7894,Fishing,"TE RUNANGA",,"New Zealand","New Zealand",ZMG4006,901489,9937713,296.00,Longline,LL,26.3,LOA,"WESTFLEET FISHING LTD","PO BOX 5149 PORT NELSON NELSON 7043","New Zealand","WESTFLEET FISHING LTD","PO BOX 5149 PORT NELSON NELSON 7043","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7883,Fishing,PIRATE,,"New Zealand","New Zealand",ZMQ5786,63153,,2.50,MULTI,UNCL,7.9,LOA,"RP HOLDINGS LIMITED","PO BOX 183 NELSON NZL 7040","New Zealand","RP HOLDINGS LIMITED","PO BOX 183 NELSON NZL 7040","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7895,Fishing,THETIS,,"New Zealand","New Zealand",ZM5244,7445,,24.59,MULTI,"TROL,GILL,LL,HAND,UNCL",13.3,LOA,"TRISTAN JARED TOPI","15 WALKER STREET BLUFF 9814","New Zealand","TRISTAN JARED TOPI","15 WALKER STREET BLUFF 9814","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7884,Fishing,"PROSPECTOR 2",,"New Zealand","New Zealand",ZMS6661,901476,,6.00,MULTI,"HAND,UNCL",9.5,LOA,"W MCWILLIAM FISHING LIMITED","447 ADMIRAL ROAD RD 3 MASTERTON 5883","New Zealand","W MCWILLIAM FISHING LIMITED","447 ADMIRAL ROAD RD 3 MASTERTON 5883","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7896,Fishing,"UN PRO FISHING",,"New Zealand","New Zealand",ZMR7591,901483,,4.50,MULTI,"LL,GILL,BB,UNCL",4.5,LOA,"UNPRO FISHING LIMITED","57 KOWI LAKES DRIVE ONE TREE POINT NZL 0118","New Zealand","UNPRO FISHING LIMITED","57 KOWI LAKES DRIVE ONE TREE POINT NZL 0118","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7885,Fishing,PUNISHER,,"New Zealand","New Zealand",ZMR7688,901485,,0.14,MULTI,"HAND,GILL",4.7,LOA,"VOSAILAGI IOSUA PITASINI","36 MARLBOROUGH AVENUE GLENFIELD AUCKLAND NZL 0629","New Zealand","VOSAILAGI IOSUA PITASINI","36 MARLBOROUGH AVENUE GLENFIELD AUCKLAND NZL 0629","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7886,Fishing,"RESCUE 2",,"New Zealand","New Zealand",,901481,,0.50,"Gill netters",GILL,4.3,LOA,"DARRELL MARK THOMSON","70 TRIG ROAD RD 4 KAITAIA NZL 0484","New Zealand","DARRELL MARK THOMSON","70 TRIG ROAD RD 4 KAITAIA NZL 0484","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7887,Fishing,ROCKFISH,BOAT,"New Zealand","New Zealand",ZMV4911,15926,,2.40,"Gill netters",GILL,7.5,LOA,"PAUL MARTIN VEAL","445 TAPU COROGLEN ROAD RD 5 THAMES 3575","New Zealand","GT FISHING LIMITED","637A STATE HIGHWAY 25 ;WAITAKARURU NGATEA 3576","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7888,Fishing,"SAN ASPIRING","GUDNI OLAFSSON","New Zealand","New Zealand",ZMGO,900522,9226528,1508.00,Longline,LL,51.2,LOA,"SANFORD LIMITED","PO BOX 443 SHORTLAND STREET AUCKLAND 1140","New Zealand","SANFORD LIMITED","PO BOX 443 SHORTLAND STREET AUCKLAND 1140","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV7889,Fishing,SAVANNAH,,"New Zealand","New Zealand",ZMA3822,9035,,50.00,MULTI,"GILL,TROL",17.2,LOA,"ADROIT ENTERPRISES LIMITED","C/- KEITH DAVID MAWSON PO BOX 592 TARANAKI MAIL CENTRE NEW PLYMOUTH NZL 4340","New Zealand","ADROIT ENTERPRISES LIMITED","C/- KEITH DAVID MAWSON PO BOX 592 TARANAKI MAIL CENTRE NEW PLYMOUTH NZL 4340","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7890,Fishing,SHOMAN,,"New Zealand","New Zealand",ZMA2034,901487,,19.00,MULTI,UNCL,17.5,LOA,"ROBERT ANDREW CHARLES WALLACE","58 ROCKS HIGHWAY RIVERTON ROCKS RIVERTON 9822","New Zealand","ROBERT ANDREW CHARLES WALLACE","58 ROCKS HIGHWAY RIVERTON ROCKS RIVERTON 9822","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7880,Fishing,"OL SLAPPER",,"New Zealand","New Zealand",,900535,,1.00,"Gill netters","GILL,HAND,UNCL",5,LOA,"MICHAEL JOE MACEDONSKI","81 CHICHESTER DRIVE ROSEHILL PAPAKURA 2113","New Zealand","MICHAEL JOE MACEDONSKI","81 CHICHESTER DRIVE ROSEHILL PAPAKURA 2113","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7891,Fishing,"ST PIERRE",VAMPIRE,"New Zealand","New Zealand",ZM4459,2035,,28.00,"Other seiners",UNCL,12.4,LOA,"SEINE FISH LIMITED","247 BELLEVUE ROAD BELLEVUE TAURANGA 3110","New Zealand","SEINE FISH LIMITED","247 BELLEVUE ROAD BELLEVUE TAURANGA 3110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7881,Fishing,"PATRICIA JOY",,"New Zealand","New Zealand",ZMS7663,900808,,1.80,MULTI,"BB,GILL,UNCL",6.5,LOA,"BRADLEY IAN JOHNSON","6 SEAVIEW AVENUE CAPE PALLISER FEATHERSTON NZL 5772","New Zealand","BRADLEY IAN JOHNSON","6 SEAVIEW AVENUE CAPE PALLISER FEATHERSTON NZL 5772","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7893,Fishing,"TE MAREE",,"New Zealand","New Zealand",ZMF4463,901470,,34.00,MULTI,"LL,TROL,UNCL",20.5,LOA,"TANE RONALD HENRY FISHER, MAREE ELIZABETH FISHER","6 BARKER PLACE WAIKIWI INVERCARGILL 9810","New Zealand","TANE RONALD HENRY FISHER, MAREE ELIZABETH FISHER","6 BARKER PLACE WAIKIWI INVERCARGILL 9810","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV7870,Fishing,KESTREL,,"New Zealand","New Zealand",ZMP6655,901380,,12.00,MULTI,"LL,GILL,UNCL",11.94,LOA,"TIMOTHY GORDON MCLEOD","BEACHOLME 23 BAY END RD 3 BLENHEIM 7273","New Zealand","TIMOTHY GORDON MCLEOD","BEACHOLME 23 BAY END RD 3 BLENHEIM 7273","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7871,Fishing,KOBE,,"New Zealand","New Zealand",,901065,,0.80,MULTI,"GILL,UNCL",5.4,LOA,"BARNEY KAIPO BROWN","484 TE AHU ROAD RD 4 KAITAIA NZL 0484","New Zealand","BARNEY KAIPO BROWN","484 TE AHU ROAD RD 4 KAITAIA NZL 0484","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7809,Fishing,"CHRISTINE J",NOELINE,"New Zealand","New Zealand",ZM5540,6235,,42.28,Troller,TROL,15.12,LOA,"AREA 7 FISHING LIMITED","96 POWERHOUSE ROAD, RD 1 WESTPORT 7891","New Zealand","AREA 7 FISHING LIMITED","96 POWERHOUSE ROAD, RD 1 WESTPORT 7891","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7872,Fishing,"LADY TUI",,"New Zealand","New Zealand",ZMS2109,901471,,16.50,MULTI,"LL,UNCL",14.92,LOA,"COLIN JOHN PILE","PO BOX 18 HAMPDEN 9442","New Zealand","COLIN JOHN PILE","PO BOX 18 HAMPDEN 9442","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7873,Fishing,LC,,"New Zealand","New Zealand",,901459,,0.68,MULTI,"LL,GILL,UNCL",5.6,LOA,"IVORY PACIFIC LIMITED","414 SUPPLEJACK VALLEY ROAD RD1 UPPER MOUTERE 7173","New Zealand","IVORY PACIFIC LIMITED","414 SUPPLEJACK VALLEY ROAD RD1 UPPER MOUTERE 7173","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7863,Fishing,ACRUX,,"New Zealand","New Zealand",ZMQ8899,901463,,15.00,MULTI,"TROL,LL,GILL,UNCL",14,LOA,"ALAN CLIFTON WHITLEY","PO BOX 822 GISBORNE 4040","New Zealand","ALAN CLIFTON WHITLEY","PO BOX 822 GISBORNE 4040","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7874,Fishing,MAPERE,"MAKI MAKI","New Zealand","New Zealand",,900739,,0.15,"Gill netters",GILL,4.5,LOA,"BROOKS SEAFOOD LIMITED","PO BOX 124 KAWHIA 3889","New Zealand","BROOKS SEAFOOD LIMITED","PO BOX 124 KAWHIA 3889","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7864,Fishing,ALONA,,"New Zealand","New Zealand",,15544,,0.40,"Gill netters",GILL,4.7,LOA,"JAMES MAFI CAMPBELL","15 KOPARA PLACE CLENDON PARK AUCKLAND NZL 2103","New Zealand","JAMES MAFI CAMPBELL","15 KOPARA PLACE CLENDON PARK AUCKLAND NZL 2103","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7875,Fishing,"MEAGAN H",PEARLER,"New Zealand","New Zealand",ZMG2060,900859,,18.00,MULTI,"TRAP,HAND,UNCL",14.58,LOA,"GARCIA FISHING COMPANY LIMITED","PO BOX 224 WHAKATANE 3158","New Zealand","GARCIA FISHING COMPANY LIMITED","PO BOX 224 WHAKATANE 3158","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7865,Fishing,"COASTAL ROVER",,"New Zealand","New Zealand",ZM9162,16104,,34.00,MULTI,"TROL,UNCL",14.3,LOA,"NEVILLE SIMON PATTINSON","23 DIP ROAD KAMO WHANGAREI NZL 0112","New Zealand","NEVILLE SIMON PATTINSON","23 DIP ROAD KAMO WHANGAREI NZL 0112","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7876,Fishing,MOONSHINE,MOONSHINE,"New Zealand","New Zealand",,16110,,1.50,"Gill netters",GILL,5.4,LOA,"SHAUN IVAN FORD","48 JAMES MCLEOD ROAD RD 1 HELENSVILLE 874","New Zealand","SHAUN IVAN FORD","48 JAMES MCLEOD ROAD RD 1 HELENSVILLE 874","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7866,Fishing,ELODIE,,"New Zealand","New Zealand",ZMS5225,901477,,18.00,MULTI,"GILL,UNCL",16,LOA,"DAMON JON COOPER","PO BOX 25 PORT CHALMERS 9050","New Zealand","DAMON JON COOPER","PO BOX 25 PORT CHALMERS 9050","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7877,Fishing,NERETVA,,"New Zealand","New Zealand",,1853,,1.00,"Gill netters",GILL,5.5,LOA,"STACEY EMILY BOOKER","42 DAGENHAM STREET MANUREWA AUCKLAND 2102","New Zealand","STACEY EMILY BOOKER","42 DAGENHAM STREET MANUREWA AUCKLAND 2102","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3474,Fishing,KIRI-LEE,,"New Zealand","New Zealand",ZM9971,8863,,28.00,MULTI,UNCL,17,LOA,"KIRI-LEE FISHING LIMITED","6 PILCHER AVENUE BLUFF 9814","New Zealand","KIRI-LEE FISHING LIMITED","6 PILCHER AVENUE BLUFF 9814","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7867,Fishing,EXENDA,,"New Zealand","New Zealand",ZM6057,8917,,21.62,MULTI,"LL,HAND",11.54,LOA,"RONALD LESLIE BAKER","PO BOX 76 MANGONUI 442","New Zealand","RONALD LESLIE BAKER","PO BOX 76 MANGONUI 442","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7878,Fishing,"NOR'WEST CLOUD",,"New Zealand","New Zealand",ZMY4922,901378,,15.00,"Other liners",TROL,14.55,LOA,"TASMAN SEA CHARTERS LIMITED","71 BAY VISTA DRIVE RD 1 TAKAKA NZL 7183","New Zealand","TASMAN SEA CHARTERS LIMITED","71 BAY VISTA DRIVE RD 1 TAKAKA NZL 7183","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7868,Fishing,"FOUR WINDS",,"New Zealand","New Zealand",,900744,,0.45,MULTI,"GILL,BB",5.5,LOA,"THE POKOKINI BAY FARM COMPANY LIMITED","PO BOX 4072 BLENHEIM 7240","New Zealand","THE POKOKINI BAY FARM COMPANY LIMITED","PO BOX 4072 BLENHEIM 7240","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV7869,Fishing,KEPA,KEPA,"New Zealand","New Zealand",,901194,,1.00,"Gill netters",GILL,4.97,LOA,"BRIAN JAMES MCMILLAN","377 AWAITI ROAD RD 2 PAEROA 3672","New Zealand","BRIAN JAMES MCMILLAN","377 AWAITI ROAD RD 2 PAEROA 3672","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6821,Fishing,ZULU,AHURIRI,"New Zealand","New Zealand",ZMQ5464,901452,,1.50,MULTI,UNCL,5.9,LOA,"JUSTIN GEOFFREY ROY JOHANSON","PO BOX 74 WAITANGI CHATHAM ISLANDS 8942","New Zealand","JUSTIN GEOFFREY ROY JOHANSON","PO BOX 74 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5316,Fishing,AOTEA,,"New Zealand","New Zealand",ZMT3100,900982,,90.00,"Other seiners",UNCL,17,LOA,"RMD MARINE LIMITED","119B LEVERS ROAD MATUA TAURANGA 3110","New Zealand","RMD MARINE LIMITED","119B LEVERS ROAD MATUA TAURANGA 3110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4108,Fishing,XAVIERA,,"New Zealand","New Zealand",ZMR2689,9264,,5.50,MULTI,UNCL,9.6,LOA,"M & J SINCLAIR LIMITED","43 WOOD STREET GREYTOWN 5712","New Zealand","M & J SINCLAIR LIMITED","43 WOOD STREET GREYTOWN 5712","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2413,Fishing,"WILD CAT 1",,"New Zealand","New Zealand",ZMR5982,44389,,3.00,MULTI,UNCL,9,LOA,"WILDCAT FISHING LIMITED","PO BOX 176 AHIPARA 449","New Zealand","WILDCAT FISHING LIMITED","PO BOX 176 AHIPARA 449","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5619,Fishing,"ARIA MAREE",,"New Zealand","New Zealand",,11385,,0.50,"Gill netters",GILL,5,LOA,"HAROLD PAORA","82A MATANGARAU SCHOOL ROAD KAEO WHANGAROA 481","New Zealand","HAROLD PAORA","82A MATANGARAU SCHOOL ROAD KAEO WHANGAROA 481","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2491,Fishing,"WINNIE MAY",,"New Zealand","New Zealand",ZMQ6930,55,,3.50,"Gill netters",GILL,8.5,LOA,"DANIEL JOHN LOVELL","149 LAMB ROAD KAITAIA 484","New Zealand","DANIEL JOHN LOVELL","149 LAMB ROAD KAITAIA 484","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4329,Fishing,Y-NOT,,"New Zealand","New Zealand",,900847,,0.40,MULTI,"HAND,UNCL",4.8,LOA,"DWANE HERBERT","49 BOYNE STREET BLUFF 9814","New Zealand","DWANE HERBERT","49 BOYNE STREET BLUFF 9814","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3831,Fishing,WYLD,HUNTRESS,"New Zealand","New Zealand","ZMQ 3428",900556,,2.00,MULTI,UNCL,7.5,LOA,"ROGER DOUGLAS BEATTIE","65 EARLY VALLEY ROAD R D2 CHRISTCHURCH 7672","New Zealand","ROGER DOUGLAS BEATTIE","65 EARLY VALLEY ROAD R D2 CHRISTCHURCH 7672","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2309,Fishing,BUFFALO,"M V BUFFALO","New Zealand","New Zealand",ZM5574,32813,,11.00,MULTI,UNCL,13.4,LOA,"DALLON KAYNE GREGORY-HUNT","PO BOX 22 WAITANGI CHATHAM ISLANDS 8942","New Zealand","DALLON KAYNE GREGORY-HUNT","PO BOX 22 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6898,Fishing,BILLIE,"DVS 1","New Zealand","New Zealand",,900825,,0.80,"Gill netters","GILL,UNCL",4.8,LOA,"UPSCALE NZ LIMITED","438 REDOUBT ROAD TOTARA PARK AUCKLAND NZL 2019","New Zealand","UPSCALE NZ LIMITED","438 REDOUBT ROAD TOTARA PARK AUCKLAND NZL 2019","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2433,Fishing,"WILLIAM ROSE",,"New Zealand","New Zealand",ZMA9506,44586,,64.00,Trawler,MWT,19.86,LOA,"PANZER HOLDINGS LIMITED","PO BOX 27391 MOUNT ROSKILL AUCKLAND 1440","New Zealand","PANZER HOLDINGS LIMITED","PO BOX 27391 MOUNT ROSKILL AUCKLAND 1440","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4133,Fishing,"WILD WEST",,"New Zealand","New Zealand",ZMS6604,8869,,4.50,MULTI,UNCL,8.5,LOA,"WILD WEST HOLDINGS LIMITED","186 KAIMARAMA ROAD RD 1 WHITIANGA 3591","New Zealand","WILD WEST HOLDINGS LIMITED","186 KAIMARAMA ROAD RD 1 WHITIANGA 3591","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2189,Fishing,PIPER,"FAR Q ALL","New Zealand","New Zealand",,15937,,0.50,"Gill netters","GILL,UNCL",4.6,LOA,"ZANE BILL JONES","24 GILLINGHAM ROAD KAMO WHANGAREI NZL 0112","New Zealand","ZANE BILL JONES","24 GILLINGHAM ROAD KAMO WHANGAREI NZL 0112","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4005,Fishing,WINBILL,,"New Zealand","New Zealand",ZMA2615,9677,,76.76,Trawler,MWT,18.13,LOA,"WELLINGTON TRAWLING COMPANY (2008) LIMITED","PO BOX 2200 WELLINGTON 6140","New Zealand","WELLINGTON TRAWLING COMPANY (2008) LIMITED","PO BOX 2200 WELLINGTON 6140","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3237,Fishing,X,,"New Zealand","New Zealand",,70394,,0.50,"Gill netters",GILL,6,LOA,"EDWIN ROSS WILSON","3 GREENPARK HUTS SPORTSMANS AVENUE RD 4 CHRISTCHURCH 7674","New Zealand","EDWIN ROSS WILSON","3 GREENPARK HUTS SPORTSMANS AVENUE RD 4 CHRISTCHURCH 7674","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3897,Fishing,X.T.C.,,"New Zealand","New Zealand",,900655,,1.00,MULTI,"GILL,UNCL",5.4,LOA,"FAT FLATS LIMITED","138 VENUS STREET INVERCARGILL 9812","New Zealand","FAT FLATS LIMITED","138 VENUS STREET INVERCARGILL 9812","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4353,Fishing,"ZAYLA - JAY",,"New Zealand","New Zealand",ZMT2503,900870,,25.00,MULTI,UNCL,15.85,LOA,"EXCELL FISHING COMPANY LIMITED","26 LAWSON BURROWS CRESCENT TE ANAU 9600","New Zealand","EXCELL FISHING COMPANY LIMITED","26 LAWSON BURROWS CRESCENT TE ANAU 9600","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6817,Fishing,ZEPHYR,,"New Zealand","New Zealand",ZMX9619,901419,,1.50,MULTI,UNCL,7.5,LOA,"NICHOLAS MANUEL CAMERON","PO BOX 156 WAITANGI CHATHAM ISLANDS 8942","New Zealand","NICHOLAS MANUEL CAMERON","PO BOX 156 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3939,Fishing,"WESTERN EXPLORER",,"New Zealand","New Zealand",ZMA3842,9077,,15.00,MULTI,UNCL,11.59,LOA,"ANDREW JOHN HAMILTON","PO BOX 179 OBAN STEWART ISLAND 9846","New Zealand","ANDREW JOHN HAMILTON","PO BOX 179 OBAN STEWART ISLAND 9846","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3312,Fishing,VENTURE,,"New Zealand","New Zealand",ZM2396,7538,,25.00,Trawler,MWT,14.2,LOA,"VENTURE FV LIMITED","PO BOX 15 ;PORT CHALMERS DUNEDIN 9054","New Zealand","VENTURE FV LIMITED","PO BOX 15 ;PORT CHALMERS DUNEDIN 9054","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4309,Fishing,WAIRAU,,"New Zealand","New Zealand",,900823,,0.50,MULTI,UNCL,5.9,LOA,"NGAKAUROA FISHING LIMITED","PO BOX 426 BLENHEIM 7240","New Zealand","NGAKAUROA FISHING LIMITED","PO BOX 426 BLENHEIM 7240","New Zealand",No,"01 Jan 2025","31 Dec 2025"
