Name,"Built in Country","Built in Year","IMO Number","WCPFC ID","FFA ID","International Radio Call Sign (IRCS)",MMSI,"Registration Number",Flag,Type,"Registration Start","Registration Period","Current Status","Application Type",Registrant,"Registrant Acting As","Reason for Deregistration","Registration Number","Port of Registry","Vessel Tonnage (GRT)","Hull Material","Vessel Length (LOA)","Vessel Length (PP)","Vessel Length (RL)","Rated Speed","Normal Crew Complement","Engine Model","Total Fuel Carrying Capacity","Total Power of Main Engine or Engines","Power Unit","Fish Hold Capacity","Fish Hold Capacity Unit","Freezer Types","Refrigerant Used Type","Refrigerant Used Capacity","Previous Names","Last Radio Call Sign (IRCS)","Last Flag State Registration Number","Previous Flag","Owner Company Name","Owner Mailing Address","Operator Name","Operator Mailing Address","Vessel Master Name","Vessel Master Nationality","Fishing Master Name","Fishing Master Nationality","Recent side-view vessel photo","Recent plan-view vessel photo"
"FONG KUO NO.866",Taiwan,2006,8748646,4030,35476,BL2095,416411000,CT8-0095,Taiwan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Fong Kuo Fishery Co., Ltd",Owner,,CT8-0095,KAOHSIUNG,1179.00,Steel,"72.37 Metres","61.85 Metres","61.85 Metres","15.00 Knots",36,"DAIHATSU 8DLM-32","373.00 Kilolitres",3200.00,HP,1591.49,"Cubic Metres",Brine,"AMMONIA (NH3)","1000000.00 Kg",,,,,"Fong Kuo Fishery Co. Ltd","ROOM 423, NO.3 YUKANG EAST 2ND ROAD, 
CHIEN JEN DISTRICT KAOHSIUNG, 
TAIWAN 806","FONG KUO FISHERY CO.,LTD","Room 423, No.3 Yukang East 2nd Road, .
Chien Jen District
Kaohsiung
Taiwan 806","CHERN CHYI YUAN",Taiwan,"CHERN CHYI YUAN",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/FK866-%E7%94%B2%E6%9D%BF%E7%85%A7_1.jpg
"SEA ENCOUNTER","United States",1979,7823360,4347,4283,WTF4069,338539000,604592,"United States","Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","NOAA Fisheries - Pacific Islands Regional Office","Authorised Agent",,604592,"PAGO PAGO",1340.00,Steel,"72.30 Metres",,,"15.00 Knots",20,EMD,"499.67 Kilolitres",3600.00,HP,1452.00,"Metric Tonnes",Brine,"R717 (Ammonia)","3166.75 Kg",,,,,"DE SILVA SEA ENCOUNTER CORP.","3687 VOLTAIRE ST STE D,
 SAN DIEGO, 
CA 92106-1231, USA","DE SILVA SEA ENCOUNTER CORP.","3687 VOLTAIRE ST STE D
SAN DIEGO, CA 92106-1231
USA","VIRISSIMO, ANTHONY","United States","VIRISSIMO, ANTHONY","United States",,https://vessel-register.ffa.int/sites/default/files/vsr_files/Sea%20Encounter-Photo%20Top%20View.jpg
"SAN ZAI FA NO.15",Taiwan,2010,8781272,9751,36004,BG3885,416004044,CT5-1885,Taiwan,Longline,01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT5-1885,KAOHSIUNG,110.71,Fibreglass,"25.50 Metres",,,"11.75 Knots",18,JAPAN/MITSUBISHI,"80.00 Kilolitres",940.00,HP,122.00,"Cubic Metres","Air Coils",R417A,"60.00 Kg",,,,,"CHI, TIEN-I","No.59, Dacheng Rd., Donggang Township, Pingtung County 928005, Taiwan (R.O.C.)","GLOBAL FISHERY LIMITED","P.O Box 1872
Honiara
Solomon Islands","TSAI YIN",Taiwan,"TSAI YIN",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1-2.Vessel%20Pictures_5.jpg
"ASAHI MARU NO.8",Japan,1998,9189067,401,34038,JDYL,431171000,KG1-323,Japan,"Pole and Line",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,KG1-323,MAKURAZAKI,499.00,Steel,"64.46 Metres","56.77 Metres","56.87 Metres","13.10 Knots",33,"YANMAR 6N280-EN2","370.36 Kilolitres",1471.00,KW,783.00,"Metric Tonnes","Air Coils",R22,"5030.00 Kg","ASAHI MARU NO.11",JDYL,KG1-323,Japan,"ASAHI GYOGYO KABUSHIKI KAISHA","126,ORIKUCHI-CHO,MAKURAZAKI-SHI,KAGOSHIMA-KEN,JAPAN","ASAHI GYOGYO KABUSHIKI KAISHA","126,ORIKUCHI-CHO
MAKURAZAKI-SHI
KAGOSHIMA-KEN
JAPAN","Yuji  Hamano",Japan,"Yuji  Hamano",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Asahi%208.jpg
"OCEAN ACE",Taiwan,2006,9386665,5193,35454,DTBQ5,441024000,0604001-6261100,"Korea, Republic of","Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Dongwon Industries Co., Ltd",Owner,,0604001-6261100,BUSAN,1994.00,Steel,"79.90 Metres",,,"18.00 Knots",33,L20-710-G7B,"596.00 Kilolitres",5000.00,HP,1300.00,"Metric Tonnes",Brine,R22,"3200.00 Kg",,,,,"Dongwon Industries Co., Ltd","68 Mabang-ro, Seocho-gu, 
Seoul
South Korea","Dongwon Industries Co., Ltd","68 Mabang-ro, Seocho-gu, 
Seoul
South Korea","CHOE, JOOYOUNG","Korea, Republic of","CHOE, JOOYOUNG","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/OCEAN%20ACE%20%284-2%29_0.jpg
"JANG BO GO",Taiwan,2008,9511301,4593,35763,DTBU8,441493000,0810001-6261103,"Korea, Republic of","Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Dongwon Industries Co., Ltd",Owner,,0810001-6261103,BUSAN,2009.00,Steel,"79.90 Metres",,,"18.00 Knots",30,L20-710-G7B,"596.00 Kilolitres",5000.00,HP,1300.00,"Metric Tonnes",Brine,R22,"3200.00 Kg",,,,,"Dongwon Industries Co., Ltd","68 Mabang-ro, Seocho-gu, 
Seoul
South Korea","Dongwon Industries Co., Ltd","68 Mabang-ro, Seocho-gu, 
Seoul
South Korea","HEA GIHUN","Korea, Republic of","HEA GIHUN","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/JANG%20BO%20GO%20%284%29_0.jpg
"SAJO COLUMBIA","Korea, Republic of",2012,9618379,10393,36321,DTBN2,441166000,1207001-6261405,"Korea, Republic of","Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","SAJO INDUSTRIES CO., LTD",Owner,,1207001-6261405,BUSAN,1014.00,Steel,"79.56 Metres",,,"15.64 Knots",29,"NIGATA 8MG34HX","350.00 Kilolitres",4503.00,HP,1711.10,"Cubic Metres",Brine,"R717 (Ammonia)",,,,,,"Sajo Industries Co., Ltd","107-39, Tongil-ro, Seodaemun-gu, Seoul","SAJO INDUSTRIES CO.,LTD","107-39, Tongil-ro
 Seodaemun-gu,
Seoul
Republic of Korea","KIM PYONGKWON","Korea, Republic of","KIM PYONGKWON","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/20250701_125535.jpg
"SHOYU MARU NO.18",Japan,2014,9746657,11246,36644,7JTE,431128000,SO1-1300,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Ichimaru Co., Ltd",Owner,,SO1-1300,YAIZU,1788.00,Steel,"79.61 Metres","70.00 Metres","73.98 Metres","15.20 Knots",26,AKASAKA,"568.64 Kilolitres",2942.00,KW,1809.92,"Cubic Metres","Air Coils",AMMONIA,"4500.00 Kg",,,,,"ICHIMARU Co.,LTD","2-5-13 NAKAMINATO
YAIZU-SHI
SHIZUOKA-KEN
JAPAN","ICHIMARU Co.,LTD","2-5-13 NAKAMINATO
YAIZU-SHI
SHIZUOKA-KEN
JAPAN","OMI Yoshiyuki",Japan,"OTSUKA Katsuyuki",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/TOP_2.jpg
"WIN FAR NO.636",Taiwan,1991,8747252,4015,27888,BL2039,416898000,CT8-0039,Taiwan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Kuo Hsiung Fishery Co., LTD","Authorised Agent",,CT8-0039,KAOHSIUNG,1098.00,Steel,"65.80 Metres","56.10 Metres","58.03 Metres","15.00 Knots",30,DAIHATSU,"388.13 Kilolitres",3000.00,HP,900.00,"Metric Tonnes",Brine,FREON,"6000.00 Kg",,,,,"Kuo Hsiung Fishery Co., Ltd","No.75 Yu Kang Central 2nd Road Kaohsiung City, Taiwan","Kuo Hsiung Fishery Co., Ltd","No.75 Yu Kang Central 2nd Road Kaohsiung City, Taiwan","Yang Te-Chih",Taiwan,"Yang Shih Ming",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/WF636%20planview%20picture.jpg
"TATSU MARU NO.68",Japan,1998,8944147,302,34239,JCGP,431053000,MG1-1958,Japan,Longline,01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,MG1-1958,SHIOGAMA,439.00,Steel,"57.24 Metres",,"49.65 Metres","12.00 Knots",25,HANSHIN-LH28LRG,,490.00,PS,486.00,"Cubic Metres","Air Coils",R22,"1800.00 Kg",,,,,"KODAMA GYOGYO CO., LTD","1-17-29,SHINHAMA-CHO,SHIOGAMA-SHI,MIYAGI,JAPAN","KODAMA GYOGYO CO., LTD","1-17-29, SHINHAMA-CHO
SHIOGAMA-SHI
 MIYAGI, JAPAN","TOSHIAKI  MIZUKAMI",Japan,"KATSUYA SUZUKI",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Tatsu%2068.JPG
"SHILLA SPRINTER",Taiwan,2011,9634945,10298,36297,6KCB4,441837000,12050016261105,"Korea, Republic of","Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","SILLA CO., LTD",Owner,,12050016261105,BUSAN,1971.00,Steel,"79.90 Metres",,"73.82 Metres","16.00 Knots",28,DAIHATSU,"540.00 Kilolitres",3309.00,PS,1200.00,"Metric Tonnes",Brine,NH3,"408000.00 Kg",,,,,"Silla Co., Ltd","30, Godeokbizvalley-Ro-6-Gil
Gangdong-Gu
SEOUL, 05203
Republic of Korea","SILLA CO. LTD","30, Godeokbizvalley-Ro-6-Gil
Gangdong-Gu
Seoul, 05203
Republic of Korea","LEE SANG HWAN","Korea, Republic of","LEE SANG HWAN","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/SHILLA%20SPRINTER%20TOP-VIEW_0.jpg
"HAKKO MARU NO.2",Japan,2004,9326251,1892,35306,7JAB,432487000,MG1-2008,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Hakko Gyogyo Kabushiki Kaisha",Owner,,MG1-2008,ISHINOMAKI,1094.00,Steel,"63.24 Metres",,"57.80 Metres","13.50 Knots",25,"NIIGATA 6MG34HX-4","423.42 Kilolitres",2353.00,KW,1128.30,"Cubic Metres",Brine,R22,"4800.00 Kg",,,,,"HAKKO GYOGYO KABUSHIKI KAISHA","1-3-24Nakazato,Ishinomaki-shi,Miyagi-ken,Japan","HAKKO GYOGYO KABUSHIKI KAISHA","1-3-24Nakazato,
Ishinomaki-shi
,Miyagi-ken,
Japan","Toki Hasegawa",Japan,"Hiroshi Okamoto",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/2HAKKO7JAB.JPG
"HUA FU 107",Japan,1986,8518819,9699,33992,3FDZ4,8508819,41740-10-CH,Panama,"Fish Carrier/Reefer",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","SAMSAN ENTERPRISE COMPANY","Authorised Agent",,41740-10-CH,PANAMA,4964.00,Steel,"124.70 Metres",,"116.31 Metres","19.50 Knots",25,KOBE-MITSUBISHI,"1098.97 Kilolitres",5150.00,KW,7440.88,"Cubic Metres","Air Coils",R22,"4465000.00 Kg","SARONIC PRIDE",A8SJ7,14229,Liberia,"WELL SUCCESS MARINE S.A.","No.15, Fish Harbour South 1st Rd., 
Chien Chen District
Kaohsiung
Taiwan R.O.C.","WELL SUCCESS MARINE S.A.","No.15, Fish Harbour South 1st Rd., 
Chien Chen District
Kaohsiung
Taiwan R.O.C.","KYAW KYAW SOE",Myanmar,"KYAW KYAW SOE",Myanmar,,https://vessel-register.ffa.int/sites/default/files/vsr_files/HUA%20FU%20107-Ship%27s%20middle-20250531%28%E8%88%B9%E4%B8%AD%29_0.jpg
"MEIHO MARU NO.88",Japan,2006,9386782,5195,35440,7JBH,432549000,MG1-2103,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Meiho Gyogyo Co. Ltd",Owner,,MG1-2103,SHIOGAMA,1338.00,Steel,"69.37 Metres","60.60 Metres","62.10 Metres","15.00 Knots",25,"HANSHIN 6LUS40RG","469.48 Kilolitres",2794.00,KW,1282.04,"Cubic Metres",Brine,"R717 (Ammonia)","3710.00 Kg","OTOSHIRO MARU NO.31",7JBH,ME1-829,Japan,"Meiho Gyogyo Co., Ltd.","2-9-34 Shinhama-cho, 
Shiogama city, Miyagi, 
Japan 985-0001","Meiho Gyogyo Co., Ltd.","2-9-34 Shinhama-cho, 
Shiogama city, Miyagi, 
Japan 985-0001","Satoshi Oikawa",Japan,"Noriyoshi Abe",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/photo%202_0.jpg
"EISEI MARU",Japan,1999,9209099,1883,34262,JENU,431331000,SO1-1192,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Eisei Maru Co., Ltd.",Owner,,SO1-1192,,1096.00,Steel,"65.24 Metres","55.60 Metres","58.45 Metres","15.00 Knots",24,"AKASAKA DM41AKD","411.90 Kilolitres",2206.00,KW,1213.40,"Cubic Metres","Air Coils",R22,"5.00 Kg",,,,,"EISEIMARU CO.,LTD. YAIZU OFFICE","3-9-18 NAKAMINATO,YAIZU-SHI,SHIZUOKA-KEN,425-0021 JAPAN","EISEI MARU CO.,LTD","559-1HEDA
NUMAZU-SHI
 SHIZUOKA-KEN, 410-3402
 JAPAN","RYO OKABE",Japan,"RYO OKABE",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/IMG_0617.JPG
"TAIYO MARU NO.2",Japan,2008,9565364,9316,36541,7KJA,431087000,MG1-2121,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Taikei Gyogyo Co. Ltd",Owner,,MG1-2121,YAIZU,1359.00,Steel,"69.92 Metres","61.40 Metres","64.88 Metres","15.00 Knots",27,"AKASAKA AH41AKED","458.78 Kilolitres",2942.00,KW,1295.27,"Cubic Metres","Air Coils",NH3,"1500.00 Kg",,,,,"Taikei Gyogyo Co.,Ltd & Taiyo A&F Co.,Ltd","280, Aza Daimonzaki
Minato, Ishinomaki-Shi
MIYAGI-KEN
Japan","Taikei Gyogyo Co., Ltd","280, Aza Daimonzaki
Minato, Ishinomaki-Shi
MIYAGI-KEN
Japan","Takashi Kawamura",Japan,"Sachio Ogata",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/DJI_0319_Moment5.jpg
"NIKKO MARU NO.1",Japan,1995,9128702,318,33342,JEIK,431769000,SO1-1160,Japan,"Pole and Line",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,SO1-1160,OMAEZAKI,495.00,Steel,"62.80 Metres",,,"11.50 Knots",30,"AKASAKA E28KF","320.00 Kilolitres",735.00,KW,608.00,"Cubic Metres",Brine,NH3,"4500.00 Kg",,,,,"NIKKO SUISAN CO,. LTD.","5590,OMAEZAKI, OMAEZAKI-SHI, SHIZUOKA, JAPAN","NIKKO SUISAN CO,. LTD.","5590,OMAEZAKI, OMAEZAKI-SHI 
SHIZUOKA, JAPAN","GOU MATSUSHITA",Japan,"YUUSEI YAMAMOTO",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Nikko%201.jpg
"WIN FAR NO.626",Taiwan,1991,8747240,4014,27359,BEAB,416500000,CT8-0038,Taiwan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Kuo Chang Fishery Co., Ltd",Owner,,CT8-0038,KAOHSIUNG,1098.00,Steel,"65.70 Metres","56.10 Metres","58.03 Metres","10.00 Knots",30,DAIHATSU,"390.50 Kilolitres",3000.00,HP,900.00,"Metric Tonnes",Brine,FREON,"6000.00 Kg",,,,,"Kuo Chang Fishery Co., Ltd","No.75, Yu Kang Central 2nd Rd.,
KAOHSIUNG
Taiwan R.O.C","Kuo Chang Fishery Co., Ltd","No.75, Yu Kang Central 2nd Rd.,
KAOHSIUNG
Taiwan R.O.C","YANG JENG-YUH",Taiwan,"Hsu Cheng Bo",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Win%20Far%20626%20planview%20picture.jpg
"TOYOKUNI MARU NO.8",Japan,1995,9115250,316,33200,JEHR,431722000,SO1-1151,Japan,"Pole and Line",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,SO1-1151,YAIZU,483.00,Steel,"53.33 Metres",,,"12.00 Knots",30,"AKASAKA E28KFD","320.00 Kilolitres",735.00,KW,604.00,"Cubic Metres",Brine,"R717 (Ammonia)","4500.00 Kg",,,,,"TOYOKUNIMARU GYOGYO SEISANKUMIAI","2-8,ISHIZUMINATO-CHO,YAIZU-SHI, SHIZUOKA-KEN,JAPAN","TOYOKUNIMARU GYOGYO SEISANKUMIAI","2-8, ISHIZUMINATO-CHO
YAIZU-SHI, SHIZUOKA-KEN
JAPAN","MICHITO MASUDA",Japan,"Etsuaki Nakayama",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Toyokuni%208.jpg
"FUKUICHI MARU NO.81",Japan,2022,9960071,12175,37107,7KNO,431901000,SO1-1800,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Taijin Gyogyo Kabushiki Kaisya",Owner,,SO1-1800,YAIZU,1788.00,Steel,"79.61 Metres","70.00 Metres","73.89 Metres","15.00 Knots",30,"IHI NIIGATA  8MG34HX","567.38 Kilolitres",2942.00,KW,1932.00,"Cubic Metres",Brine,"R717 (Ammonia)","4500.00 Kg",,,,,"TAIJIN GYOGYO KABUSHIKI KAISHA","5-9-25 NAKAMINATO, YAIZU-SHI, SHIZUOKA-KEN, JAPAN","TAIJIN GYOGYO KABUSHIKI KAISHA","5-9-25 NAKAMINATO, 
YAIZU-SHI, SHIZUOKA-KEN
JAPAN","ABE FUMIAKI",Japan,"UEKI  KUNIHIRO",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/S__21282822_1.jpg
"CAPE BRETON",France,1979,7803255,4617,33850,WDE2397,366927000,1060977,"United States","Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","NOAA Fisheries - Pacific Islands Regional Office","Authorised Agent",,1060977,"PAGO PAGO",2019.00,Steel,"73.45 Metres",,,"12.00 Knots",25,Pielstick,"757082.00 Kilolitres",3900.00,HP,1450.00,"Metric Tonnes",Brine,"R717 (Ammonia)","2727.00 Kg",,,,,"CAPE BRETON FISHING LP","15375 SE 30TH PL STE 260, BELLEVUE, WA 98007-6500, USA","CAPE BRETON FISHING LP","15375 SE 30TH PL STE 260
BELLEVUE, WA 98007-6500
USA","SILVA, RALPH","United States","SILVA, RALPH","United States",,https://vessel-register.ffa.int/sites/default/files/vsr_files/Cape%20Breton%20aerial.jpg
"SAN SHENG FA",Taiwan,2010,8781258,9780,36023,BG4061,416004073,CT5-2061,Taiwan,Longline,01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT5-2061,KAOHSIUNG,115.57,Fibreglass,"25.30 Metres",,,"11.30 Knots",18,JAPAN/MITSUBISHI,"80.00 Kilolitres",940.00,HP,110.00,"Cubic Metres","Air Coils",R417A,"60.00 Kg",,,,,"CHI, GUO-MING","No.37, Fongyu Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)","GLOBAL FISHERY LIMITED","P.O Box 1872
Honiara
Solomon Islands","HUANG SHUN WEI",Taiwan,"HUANG SHUN WEI",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1-4.Vessel%20Pictures.jpg
"WAKABA MARU NO.7",Japan,2009,9524865,9541,35889,7JFV,432726000,SO1-1253,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Kyokuyo Suisan Co., Ltd.",Owner,,SO1-1253,YAIZU,1788.00,Steel,"79.61 Metres","70.00 Metres","73.89 Metres","15.20 Knots",29,AH41AKED,"592.16 Kilolitres",2942.00,KW,1797.76,"Cubic Metres","Air Coils",NH3,"3710.00 Kg",,,,,"Kyokuyo Suisan Co., Ltd.","1441-1,Habuchi,Yaizu-shi,
Shizuoka-ken,
Japan","Kyokuyo Suisan Co., Ltd.","1441-1,Habuchi,Yaizu-shi,
Shizuoka-ken,
Japan","Koyo Hori",Japan,"Kengo Shimizu",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Identification%20Photo-up_0.jpg
"FUKUICHI MARU NO.128",Japan,1999,9206188,1888,34121,JENO,431155000,SO1-1180,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Fukuichi Gyogyo Kabushiki Kaisya",Owner,,SO1-1180,YAIZU,1093.00,Steel,"63.49 Metres","55.65 Metres","57.84 Metres","13.50 Knots",24,"NIIGATA  6MG32HX","434.00 Kilolitres",1912.00,KW,1220.99,"Cubic Metres",Brine,R22,"5000.00 Kg",,,,,"Fukuichi gyogyo Kabushiki Kaisha","5-9-25 Nakaminato Yaizu-shi Shizuoka-Ken","Fukuichi gyogyo Kabushiki Kaisha","5-9-25 Nakaminato 
Yaizu-shi Shizuoka-Ken
Japan","KAIRYU NITTA",Japan,"KOUZOU ITO",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/IMG_4071_0.JPG
"KINEI MARU NO.53",Japan,1998,9189031,1324,35562,JBAS,431380000,IT1-327,Japan,Longline,01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,IT1-327,KAMAISHI,469.00,Steel,"58.02 Metres",,,"12.50 Knots",25,"NIIGATA 6M31BFT","304.59 Kilolitres",735.00,KW,321.08,"Metric Tonnes","Air Coils",R22,"8000.00 Kg",,,,,"HAMAKO SUISAN  CO,.LTD","3-11-2,HAMA-CHO,KAMAISHI-SHI,IWATE-KEN,JAPAN","HAMAKO SUISAN  CO,.LTD","3-11-2,HAMA-CHO,KAMAISHI-SHI
IWATE-KEN, JAPAN","TOMIKI, KANNO",Japan,"Takanori Yoshida",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Kinei%2053.jpg
"FUKUICHI MARU NO.83",Japan,2009,9524853,1906,35803,7JEG,432685000,SO1-1252,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Taijin Gyogyo Kabushiki Kaisya",Owner,,SO1-1252,YAIZU,1788.00,Steel,"79.61 Metres","70.00 Metres","73.89 Metres","15.00 Knots",28,"NIIGATA 8MG34HX","590.84 Kilolitres",2942.00,KW,1976.00,"Cubic Metres",Ice,"R717 (Ammonia)","4500.00 Kg",,,,,"Taijin Gyogyo Kabushiki Kaisha","5-9-25 Nakaminato, Yaizu-Shi
SHIZIOKA-KEN
Japan","Taijin Gyogyo Kabushiki Kaisha","5-9-25 Nakaminato, Yaizu-Shi
SHIZIOKA-KEN
Japan","Arahata,Nao",Japan,"ISHIMORI  KIYOHARU",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/83F%20photo%28top%29_0.JPG
"FUKUICHI MARU NO.88",Japan,2019,9890721,11950,36959,7KGC,431635000,SO1-1375,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Fukuichi Gyogyo Kabushiki Kaisya",Owner,,SO1-1375,YAIZU,1788.00,Steel,"79.61 Metres","70.00 Metres","73.89 Metres","15.00 Knots",30,"IHI NIIGATA 8MG34HX","575.82 Kilolitres",2942.00,KW,1932.94,"Cubic Metres",Brine,"R717 (Ammonia)",,,,,,"Fukuichi Gyogyo Kabushiki Kaisha","5-9-25 Nakaminato Yaizu-Shi
Shizuoka-Ken
Japan","Fukuichi Gyogyo Kabushiki Kaisha","5-9-25 Nakaminato Yaizu-Shi
Shizuoka-Ken
Japan","SASAKI SHUJI",Japan,"KAWABATA  TOSHIYUKI",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/S__268869699_0.jpg
"HAKKO MARU NO.35",Japan,2013,9690315,10980,36534,7JPV,432966000,MG1-2077,Japan,"Single Purse Seiner",01-Jul-2025,30-Jun-2026,Approved,"Good Standing Foreign","Hakko Gyogyo Kabushiki Kaisha",Owner,,MG1-2077,ISHINOMAKI,1470.00,Steel,"70.15 Metres",,"63.74 Metres","15.00 Knots",26,"NIIGATA 6MG34HX","559.35 Kilolitres",2647.00,KW,1173.50,"Cubic Metres",,R404A,"4378.00 Kg",,,,,"Hakko Gyogyo Kabushiki Kaisha","1-3-24 Nakasato
Ishinomaki-Shi
MIYAGI-KEN
Japan","Hakko Gyogyo Kabushiki Kaisha","1-3-24 Nakasato
Ishinomaki-Shi
Miyagi-Ken
Japan","Hirokazu Endo",Japan,"Yoshinori Tsuda",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/35HAKKO7JPV_0.JPG
"OCEAN CRYSTAL","Korea, Republic of",1996,9116905,11439,36743,HPUG,374853000,52573-21-B,Panama,Bunker,30-Jun-2025,29-Jun-2026,Approved,"Good Standing Foreign","Union Petrochemical (HK) Co. Ltd",Owner,,52573-21-B,PANAMA,29083.00,Steel,"180.00 Metres",,"173.10 Metres","14.60 Knots",31,"Hyundai B&W 6S50MC","1484.40 Kilolitres",7460.00,KW,,"Cubic Metres",,,,,,,,"OCEAN AFFLUENT LIMITED","Clarence Thomas Building, P.O. Box 4649, Road Town, Tortola, British Virgin Islands","OCEAN AFFLUENT LIMITED","Clarence Thomas Building
P.O. Box 4649, Road Town
Tortola, British Virgin Islands","HE QUNZHAO",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/OCEAN%20CRYSTAL%20-%20CALL%20SIGN_2.jpg
"WAKABA MARU NO.11",Japan,2022,9951214,12114,37054,7KKY,431760000,SO1-1889,Japan,"Single Purse Seiner",30-Jun-2025,29-Jun-2026,Approved,"Good Standing Foreign","Kyokuyo Suisan Co., Ltd.",Owner,,SO1-1889,YAIZU,1788.00,Steel,"79.61 Metres","70.00 Metres","73.89 Metres","15.20 Knots",29,8MG34HX,"567.38 Kilolitres",2942.00,KW,1932.94,"Cubic Metres","Air Coils",NH3(Ammonia),"3710.00 Kg",,,,,"Kyokuyo suisan Co.,Ltd.","1441-1,Habuchi,Yaizu-shi,
Shizuoka-ken,
Japan","Kyokuyo suisan Co.,Ltd.","1441-1,Habuchi
Yaizu-Shi
Shizuoka-Ken
Japan","Kazuhiro Kimura",Japan,"Hisashi Yokouchi",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Identification%20Photo-up_0.jpeg
